id,far_part,flt_plan_filed,acft_make,acft_model,total_seats,num_eng,fixed_retractable,cert_max_gr_wt,acft_category,homebuilt,type_last_insp,afm_hrs_last_insp,afm_hrs,elt_install,elt_type,oper_dba,certs_held,type_fly,second_pilot,dprt_apt_id,dprt_time,dest_apt_id,site_seeing,air_medical,flight_hours_mean,crew_category,crew_sex,pc_profession,crew_tox_perf,mr_faa_med_certf,available_restraint,eng_no,eng_type,eng_mfgr,eng_model,power_units,hp_or_lbs,carb_fuel_injection,propeller_type,subcategory_no
20140327X616571,091,NONE,,,1.0,1.0,FIXD,296.0,AIR,Y,UNK,,,N,,,Y,PERS,N,X64 ,,X64 ,N,N,3800.0,PLT,,UNK,Y,,U,1,REC,Volkswagen,unk ,,,CARB,FIXP,6
20160601X132561,091,VFR,LUSCOMBE,8,2.0,1.0,FIXD,1400.0,AIR,N,ANNL,,3130.10009765625,Y,,,Y,PERS,N,SWW ,1530.0,MAF ,N,N,314.0,PLT,F,No,N,,L,1,REC,Continental,C-85-12-F,,HP,CARB,FIXP,6
20180915X628522,091,NONE,Luscombe,8,2.0,1.0,FIXD,1400.0,AIR,N,ANNL,,,Y,UNK,,Y,PERS,N,44N ,1730.0,44N ,N,N,1272.5,PLT,M,No,N,,4,1,REC,Continental,C-85,,,CARB,FIXP,2
20130822X149551,091,NONE,BEECH,35,,1.0,RETR,,AIR,N,ANNL,,2400.0,Y,UNK,,Y,PERS,N,KPWK,,KPWK,N,N,3420.0,PLT,M,No,N,,,1,REC,Continental,IO-520,,,FINJ,,4
20191209X035501,091,VFR,Beech,36,6.0,1.0,RETR,3651.0,AIR,N,,,,,,,Y,PERS,N,1T7 ,1900.0,F41 ,N,N,132.0,PLT,M,No,N,,L,1,REC,Continental Motors,IO-550 ,,,FINJ,,6
20200212X209091,091,NONE,Beech,55,6.0,2.0,RETR,5300.0,AIR,N,ANNL,,,Y,UNK,,Y,PERS,Y,FPR ,2310.0,SEF ,N,N,645.0,PLT,M,No,N,,4,1,REC,Continental,IO-550 Series,,,FINJ,CONP,6
20180803X101151,091,IFR,Beech,58,2.0,2.0,RETR,5500.0,AIR,N,,,,,,,Y,PERS,N,CHS ,1300.0,GMU ,N,N,1707.0,PLT,M,Yes,N,,U,1,REC,,,,,,,6
20080529X007481,091,NONE,Beech,76,,2.0,RETR,,AIR,N,,,,,,,Y,INST,,GKY ,,CPT ,N,N,798.5,FLTI,M,,N,,,1,REC,Lycoming,O-360,,,,,4
20180305X145041,091,NONE,BEECH,77,4.0,1.0,FIXD,1680.0,AIR,N,ANNL,,,,,,Y,PERS,N,ODO ,15.0,ODO ,N,N,348.0,PLT,M,No,N,,3,1,REC,Lycoming,O-235,,,CARB,FIXP,4
20170322X155071,091,NONE,LUSCOMBE,8F,2.0,1.0,FIXD,3086.0,AIR,N,,,,,,,Y,PERS,N,7MI3,,,N,N,1180.0,PLT,,No,Y,,,1,REC,Continental ,C-90-18F,,,CARB,,4
20100318X300181,091,NONE,BEECH,95,5.0,2.0,RETR,4100.0,AIR,N,UNK,,,Y,C91A,,Y,PERS,N,44N ,1553.0,MSV ,N,N,1027.0,PLT,M,No,N,,,1,REC,Lycoming,O&VO-360 SER,,,CARB,,6
20151015X210061,091,NONE,KUBICEK,BB,21.0,4.0,FIXD,,BALL,N,ANNL,,119.0,N,,,Y,OWRK,N,,1320.0,,Y,N,7100.0,PLT,M,Yes,N,,N,1,NONE,4 BURNER TYPE ENGINES,,,,,,6
20150629X131151,091,NONE,AVENTURA,II,2.0,1.0,FIXD,,AIR,Y,UNK,,,N,,,Y,PERS,N,,2330.0,,N,N,32.0,PLT,,No,N,,3,1,REC,,,,HP,CARB,FIXP,6
20160301X015411,091,NONE,MAULE,M5,4.0,1.0,FIXD,2300.0,AIR,N,AAIP,,,,,,Y,INST,N,IYS ,,IYS ,N,N,22.200000762939453,DSTU,M,No,N,,3,1,REC,Lycoming,O-540 Series ,,,CARB,,6
20150728X807581,091,NONE,AERO COMMANDER,100,4.0,1.0,FIXD,2250.0,AIR,N,ANNL,,5000.0,Y,,,Y,BUS ,N,SSF ,148.0,7F7 ,N,N,2806.0,PLT,,No,N,,L,1,REC,Lycoming,O-320,,,CARB,FIXP,4
20150311X532571,091,,STINSON,108,,1.0,FIXD,2150.0,AIR,N,UNK,,2261.0,,,,Y,PERS,N,CKU ,,CKU ,N,N,85.0,PLT,,No,N,,U,1,REC,Franklin,6A4-165-B3,,HP,CARB,FIXP,6
20150102X227491,091,NONE,CESSNA,140,,1.0,FIXD,1601.0,AIR,N,ANNL,,3315.0,Y,,,Y,PERS,,,,,N,N,94.0,PLT,,,N,,,1,REC,Continental,O200,,HP,CARB,FIXP,6
20200526X306381,091,NONE,Cessna,140,2.0,1.0,FIXD,1451.0,AIR,N,ANNL,,,Y,UNK,,Y,PERS,N,ATW ,1430.0,W34 ,N,N,228.3000030517578,PLT,,No,N,,4,1,REC,Lycoming,O-235 SERIES,,,CARB,,6
20080905X013961,091,NONE,Cessna,152,,1.0,FIXD,,AIR,N,,,,,,,Y,INST,,KGEU,1815.0,KGEU,N,N,40.0,DSTU,F,,N,,,1,REC,Lycoming,O-235-L2C,,,,,4
20080904X013771,091,NONE,Cessna,152,,1.0,FIXD,,AIR,N,,,,,,,Y,PERS,Y,67L ,,OKB ,N,N,155.0,PLT,M,,N,,,1,REC,Lycoming,O-235,,,,,4
20130401X005431,091,NONE,CESSNA,152,2.0,1.0,FIXD,,AIR,N,100H,,,Y,,,Y,PERS,N,SUW ,1400.0,JKJ ,N,N,64.0,PLT,,No,Y,,3,1,REC,Lycoming,O-235-L2C,,,CARB,,4
20181016X359441,091,UNK,Cessna,152,2.0,1.0,FIXD,1669.0,AIR,N,UNK,,,,,,Y,INST,N,LAL ,,LAL ,N,N,53.0,PLT,M,No,N,,U,1,REC,Lycoming,O-235 ,,,CARB,,6
20080710X010131,091,NONE,Cessna,172,,1.0,FIXD,,AIR,N,ANNL,,,Y,,,Y,PERS,,KVNY,,KFOT,N,N,560.0,PLT,M,,N,,,1,REC,Continental,O-300,,,,,6
20090109X132261,091,NONE,CESSNA,172,4.0,1.0,FIXD,2300.0,AIR,N,ANNL,69.0,6400.0,Y,,,Y,PERS,N,CEY ,1130.0,MWA ,N,N,102.0,PLT,M,No,Y,,,1,REC,CONTINENTAL,O300,,,CARB,,1
20161017X254111,091,NONE,CESSNA,172,4.0,1.0,FIXD,,AIR,N,100H,,,,,,Y,PERS,N,LIH ,2000.0,JRF ,N,N,2034.0,PLT,M,Yes,N,,3,1,REC,LYCOMING,IO-360 SER,,HP,FINJ,,6
20170403X109051,091,NONE,CESSNA,172,4.0,1.0,FIXD,2300.0,AIR,N,UNK,,,Y,UNK,,Y,PERS,N,SCH ,1500.0,44N ,N,N,63.0,PLT,M,No,N,,L,1,REC,Lycoming,O-320-H2AD,,,CARB,FIXP,6
20180602X423281,091,NONE,CESSNA,172,4.0,1.0,FIXD,2550.0,AIR,N,UNK,,,Y,UNK,,Y,INST,Y,HRJ ,1450.0,5W5 ,N,N,709.0,DSTU,M,No,N,,3,1,REC,LYCOMING,IO-360-L2A,,HP,,FIXP,2
20180815X010501,091,VFR,Cessna,172,4.0,1.0,FIXD,2300.0,AIR,N,UNK,,,Y,UNK,,Y,INST,N,GKJ ,,GKJ ,N,N,70.4000015258789,PLT,M,No,N,,U,1,REC,Lycoming,IO360 SER,,,FINJ,FIXP,6
20181121X942232,091,NONE,Cessna,172,4.0,1.0,FIXD,2300.0,AIR,N,100H,,,Y,,,,INST,Y,TMB ,,TMB ,N,N,700.0,FLTI,M,Yes,N,,U,1,REC,Lycoming,O-320 SERIES,,,CARB,FIXP,4
20190206X452551,091,NONE,Cessna,172,4.0,1.0,FIXD,2299.0,AIR,N,COAW,13.0,6954.0,Y,C91A,,Y,PERS,N,EMT ,125.0,VGT ,N,N,246.0,PLT,M,No,Y,,3,1,REC,Lycoming,O-320 SERIES,,,CARB,FIXP,6
20190524X200121,091,NONE,Cessna,172,4.0,1.0,FIXD,2300.0,AIR,N,UNK,,,Y,,,Y,PERS,N,EZF ,1715.0,RMN ,N,N,251.0,PLT,M,No,N,,3,1,REC,Lycoming,O-320 SERIES,,,,,6
20190709X251541,091,NONE,Cessna,172,,1.0,FIXD,2299.0,AIR,N,ANNL,,,,,,Y,PERS,N,,2230.0,,N,N,1105.0,PLT,M,No,N,,U,1,REC,Lycoming,O-320 SERIES,,,,,6
20190728X221071,091,IFR,Cessna,172,,1.0,FIXD,2299.0,AIR,N,,,,Y,,,Y,PERS,N,IOW ,,ATW ,N,N,427.0,PLT,M,No,N,,L,1,REC,Lycoming,O-320 SERIES,,,,,4
20190727X426581,091,VFR,Cessna,172,4.0,1.0,FIXD,2299.0,AIR,N,100H,,,,,,Y,INST,N,GAI ,,GAI ,N,N,945.0,FLTI,M,Yes,N,,3,1,REC,Lycoming,O-320 ,,,CARB,FIXP,2
20191013X122181,091,IFR,Cessna,172,4.0,1.0,FIXD,2300.0,AIR,N,UNK,,,Y,UNK,,Y,PERS,N,FMY ,2000.0,FMY ,N,N,164.60000610351562,PLT,M,No,N,,3,1,REC,Lycoming,IO-360-L2A,,,,,4
20191025X205141,091,NONE,Cessna,172,,1.0,FIXD,2299.0,AIR,N,100H,,4063.800048828125,Y,,,Y,PERS,N,KMCW,,KFOD,N,N,182.0,PLT,,No,N,,,1,REC,Lycoming,O-320 SERIES,,,,FIXP,6
20191112X039161,091,NONE,Cessna,172,4.0,1.0,FIXD,2299.0,AIR,N,100H,,19690.19921875,Y,UNK,,Y,INST,N,HWO ,,HWO ,N,N,72.0,DSTU,M,No,N,,U,1,REC,Lycoming,O-320-E2D,,,,,6
20200709X408521,091,NONE,Cessna,172,4.0,1.0,FIXD,2299.0,AIR,N,ANNL,,5555.7998046875,Y,,,Y,INST,N,LEW ,1611.0,LEW ,N,N,148.60000610351562,DSTU,F,No,N,,3,1,REC,Lycoming,IO-360-L2A,,,CARB,FIXP,6
20190701X036301,091,NONE,Cessna,177,4.0,1.0,FIXD,2350.0,AIR,N,ANNL,,3998.449951171875,Y,UNK,,Y,PERS,N,PVT ,,,N,N,3841.0,PLT,M,No,N,,L,1,REC,Lycoming,O-320-62D,,HP,CARB,FIXP,6
20190730X531211,091,NONE,Cessna,177,4.0,1.0,FIXD,2350.0,AIR,N,,,,Y,,,Y,PERS,N,PVF ,1715.0,PVF ,N,N,2852.0,PLT,M,No,N,,L,1,REC,,,,,CARB,FIXP,6
20180816X124001,135,CVFR,Cessna,180,4.0,1.0,FIXD,3190.0,AIR,N,100H,,,Y,,,Y,,N,BTT ,,BTT ,Y,N,5573.0,PLT,M,Yes,Y,,3,1,REC,Continental,O-470,,,CARB,CONP,4
20080915X014611,091,NONE,CESSNA,182,4.0,1.0,FIXD,,AIR,N,ANNL,,5461.0,Y,C91A,Farney Aviation Management Corp,Y,PERS,,SGR ,2222.0,ACT ,N,N,478.0,PLT,M,No,N,,,1,REC,Continental,O-470UTS,,,CARB,,4
20121002X139561,091,NONE,CESSNA,182,,1.0,FIXD,,AIR,N,ANNL,,2203.0,Y,UNK,,Y,PERS,N,PVT ,,KLOT,N,N,1518.0,PLT,M,,N,,,1,REC,CONTINENTAL,IO-550,,,FINJ,,4
20180508X007101,091,NONE,CESSNA,182,4.0,1.0,FIXD,2400.0,AIR,N,ANNL,,4070.0,,,,Y,PERS,N,CNM ,2130.0,FMN ,N,N,112.0,PLT,M,,N,,3,1,REC,CONT MOTOR,O-470 SERIES,,HP,CARB,CONP,4
20131212X225411,135,CVFR,CESSNA,185,,1.0,FIXD,3200.0,AIR,N,ANNL,,3849.0,Y,C91A,,Y,,N,,,,N,N,1826.0,PLT,,Yes,N,,U,1,REC,,,,,,,6
20100730X223231,137,NONE,BELL,206,,1.0,FIXD,,HELI,N,UNK,,,,,,,AAPL,N,,,,N,N,11680.0,PLT,M,Yes,N,,,1,,Rolls-Royce,250-C20,,,,,2
20181104X016581,091,NONE,Bell,206,,1.0,FIXD,,HELI,N,AAIP,1953.0,,Y,C126,,Y,PERS,N,,1645.0,SAT ,N,N,23400.0,PLT,M,Yes,Y,,3,1,TS,Rolls Royce,250-C20J,,,,,4
20190523X520041,137,NONE,Bell,206,4.0,1.0,FIXD,,HELI,N,UNK,,,,,,Y,AAPL,N,PPQ ,1520.0,PPQ ,N,N,1155.0,PLT,M,Yes,N,,4,1,TS,Rolls-Royce,250-C20B,,,,,2
20080326X003861,091,CVFR,Cessna,207,,1.0,FIXD,,AIR,N,,,,,,Yute Air Alaska,Y,POSI,,PABE,,PACK,N,N,2000.0,PLT,M,,N,,,1,REC,Continental,IO-520F,,,,,6
20160201X518291,091,NONE,CESSNA,210,,1.0,RETR,3300.0,AIR,N,ANNL,37.0,,Y,,,Y,PERS,N,1O3 ,300.0,1O3 ,N,N,311.0,PLT,M,No,N,,,1,REC,Continental Motors,IO-470-F,,,FINJ,,6
20081027X750391,121,IFR,AIRBUS,320,162.0,2.0,FIXD,169700.0,AIR,N,COAW,,34617.0,N,UNK,,Y,,Y,DEN ,1847.0,PHX ,N,N,11862.5,CPLT,M,Yes,N,,,1,TF,IAE,V2500,,,,,4
20100121X914001,091,NONE,CESSNA,340,6.0,2.0,RETR,,AIR,N,ANNL,,3105.0,Y,UNK,,Y,PERS,N,HEN ,2103.0,CPM ,N,N,474.0,PLT,M,No,Y,,,1,REC,Teledyne Continental Motors,TSIO-520,,,FINJ,,4
20180218X935391,091,CVFR,CESSNA,402,10.0,2.0,RETR,6301.0,AIR,N,100H,,,Y,C91,,Y,PERS,N,ISM ,1600.0,IOB ,N,N,2969.0,PLT,M,Yes,N,,3,1,REC,CONT MOTOR,TSIO 520SER,,HP,FINJ,CONP,6
20080715X010511,135,CVFR,BELL,407,6.0,1.0,FIXD,5000.0,HELI,N,AAIP,,9372.599609375,Y,UNK,,Y,,N,FLG ,2244.0,3AZ0,N,Y,5245.0,PLT,M,Yes,Y,,,1,TS,Rolls-Royce,250B-C47B,,,FINJ,,2
20080715X010512,135,CVFR,BELL,407,7.0,1.0,FIXD,5000.0,HELI,N,COAW,,4503.0,Y,UNK,Classic Helicopter Lifeguard,Y,,N,,2217.0,3AZ0,N,Y,14500.0,PLT,M,Yes,Y,,,1,TS,Rolls-Royce,250B-C47B,,,FINJ,,2
20140912X718051,133,NONE,BELL,407,7.0,1.0,FIXD,5250.0,HELI,N,100H,39.0,5346.0,Y,,,Y,EXLD,N,,,,N,N,3656.0,PLT,,Yes,N,,3,1,TS,Rolls Royce,250 SER,,HP,,,2
20190129X149211,135,CVFR,Bell,407,4.0,1.0,FIXD,5501.0,HELI,N,,,,Y,C126,Survival Flight Inc,Y,,N,,1128.0,,N,Y,1855.0,PLT,F,Yes,Y,,U,1,TS,Rolls-Royc,250-C47B,,,FINJ,,6
20100818X611331,091,NONE,ERCOUPE,415,2.0,1.0,FIXD,,AIR,N,ANNL,,,Y,,,Y,PERS,N,27W ,1715.0,S50 ,N,N,1060.0,PLT,M,No,N,,,1,REC,CONTINENTAL,C85,,,CARB,,4
20190322X140361,091,IFR,Cessna,650,10.0,2.0,RETR,22200.0,AIR,N,COAW,,9655.0,Y,C91A,,Y,PERS,Y,CRW ,100.0,SFB ,N,N,17176.5,PLT,M,Yes,N,,3,1,TF,Honeywell,TFE-731,,,,,6
20111124X853001,091,UNK,ROCKWELL,690,,2.0,RETR,10250.0,AIR,N,,,8188.0,,,,Y,PERS,N,FFZ ,126.0,SAD ,N,N,2500.0,PLT,,Yes,Y,,,1,TP,Airresearch/Honeywell,TPE-331,,,,,6
20140109X326561,121,,BOEING,737,,2.0,RETR,,AIR,N,,,,Y,,,Y,,Y,MCO ,,LAS ,N,N,11055.5,PLT,M,Yes,N,,4,1,TF,CFM,CFM56-7,,,FINJ,,4
20150805X752321,121,IFR,BOEING,737,143.0,2.0,RETR,154500.0,AIR,N,,,54165.0,Y,C91A,,Y,,Y,SAN ,2126.0,SJC ,N,N,17876.5,PLT,,Yes,N,,3,1,TF,CFM INTL.,CFM56 SERIES,,HP,,,2
20160218X941491,121,IFR,Boeing,737,,2.0,FIXD,174200.0,AIR,N,COAW,,9518.0,,,,Y,,,DTW ,,DFW ,N,N,5237.5,KPLT,M,Yes,N,,3,1,TF,Cfm Intl,CFM56-7B24E,,,,,4
20181012X118041,121,IFR,Boeing,737,,2.0,RETR,154500.0,AIR,N,,,,,,,Y,,Y,KSNA,1749.0,KSJC,N,N,9463.0,PLT,,Yes,N,,5,1,TF,Cfm Intl.,CFM56 SERIES,,,,,4
20181206X533031,121,IFR,Boeing,737,,2.0,RETR,174200.0,AIR,N,,,,,,,Y,,Y,KORF,1630.0,KLGA,N,N,16855.0,PLT,M,Yes,N,,5,1,TF,CFM,56-7B-7B3,,LBS,,,4
20190619X253151,121,IFR,Boeing,737,188.0,2.0,RETR,157300.0,AIR,N,,,33901.0,Y,,,Y,,Y,KRNO,311.0,KDEN,N,N,9770.5,PLT,,Yes,N,,5,1,TF,GE,CFM56-7B,,LBS,,,4
20200109X217041,121,IFR,Boeing,737,,2.0,RETR,174200.0,AIR,N,,,,,,,Y,,,KLGA,1159.0,KDFW,N,N,5074.0,PLT,M,Yes,N,,,1,TF,CFM,56-7B,,,,,6
20170816X351042,121,IFR,Boeing,757,186.0,2.0,RETR,228178.0,AIR,N,COAW,,50926.0,Y,,,Y,,,JFK ,,DUB ,N,N,13255.0,CPLT,M,Yes,N,,5,1,TF,Rolls-Royc,RB.211 SERIES,,,,,4
20180816X410101,121,IFR,Boeing,757,,2.0,RETR,228178.0,AIR,N,COAW,,60494.0,Y,,,Y,,Y,SNN ,1611.0,KPHL,N,N,13389.5,PLT,M,Yes,N,,,1,TF,Rolls-Royce,,,LBS,,,4
20181009X104161,121,,Boeing,757,,2.0,RETR,248020.0,AIR,N,,,,,,,Y,,Y,EWR ,230.0,BIKF,N,N,6121.5,PLT,M,Yes,N,,5,1,TF,Rolls-Royce,RB.211,,,,,4
20181231X638481,121,IFR,Boeing,757,198.0,2.0,RETR,248020.0,AIR,N,,,78043.0,Y,C126,,Y,,Y,PHX ,1446.0,CLT ,N,N,1444.9500122070312,PLT,,Yes,N,,5,1,TF,Rolls-Royc,RB.211 SERIES,,,,,4
20090424X505541,129,IFR,BOEING,767,,2.0,RETR,,AIR,N,COAW,,29543.0,Y,UNK,,Y,,Y,GMMN,1046.0,KJFK,N,N,15687.5,PLT,M,Yes,N,,,1,TF,General Electric,CF6-80C2B7F,,LBS,FINJ,,4
20091020X056361,121,IFR,BOEING,767,230.0,2.0,RETR,412000.0,AIR,N,COAW,,70009.0,Y,,Delta Air Lines,Y,,Y,SBGL,2340.0,KATL,,,6561.0,PLT,M,Yes,N,,,1,TF,Pratt & Whitney,PW4000 Series,,,,,4
20171128X934341,129,IFR,BOEING,777,367.0,2.0,RETR,775000.0,AIR,N,COAW,,30090.0,Y,C126,,Y,,Y,JFK ,30.0,HECA,N,N,11152.0,PLT,M,Yes,N,,,1,TF,General Electric,GE90-115B,,,,,4
20121006X319291,091,IFR,BEECH,A36,6.0,1.0,RETR,3666.0,AIR,N,ANNL,,2452.0,Y,C126,,Y,PERS,N,52F ,1345.0,,N,N,569.0,PLT,,No,Y,,,1,TP,Rolls Royce,250-B17C,,HP,,,6
20150602X918041,091,NONE,BEECH,A36,,,RETR,3651.0,AIR,N,ANNL,,3501.0,Y,C91A,,Y,PERS,Y,SOP ,1120.0,SCR ,N,N,3165.0,PLT,M,No,N,,3,1,REC,Continental Motors,IO-520-BB,,,FINJ,,6
20160830X243451,091,NONE,BEECH,A36,6.0,1.0,RETR,3651.0,AIR,N,ANNL,,5528.0,Y,,,Y,BUS ,N,HND ,2300.0,RNO ,N,N,11326.0,PLT,M,Yes,Y,,U,1,REC,Continental Motors,IO-550,,,FINJ,CONP,4
20120317X913181,091,NONE,BEECH,B36,6.0,1.0,RETR,,AIR,N,ANNL,,1302.0,Y,,,Y,POSI,N,SJN ,2305.0,CVH ,N,N,13681.0,PLT,,Yes,Y,,,1,REC,CONTINENTAL,TSIO520,,,FINJ,,4
20180830X220581,091,IFR,Beech,B60,,,RETR,,AIR,N,ANNL,,4167.7001953125,Y,,,Y,PERS,N,KTOL,,KDTS,N,N,2427.0,PLT,M,No,Y,,U,1,REC,Lycoming,TIO-541,,,FINJ,CONP,4
20161022X836181,091,NONE,BEECH,C23,,1.0,FIXD,,AIR,N,ANNL,64.0,9368.16015625,Y,C91A,,Y,PERS,N,AIZ ,1835.0,,N,N,934.0,PLT,M,No,Y,,3,1,REC,LYCOMING,O-360-A4K,,HP,CARB,,6
20110721X540541,091,UNK,BEECH,C35,4.0,1.0,FIXD,2700.0,AIR,N,ANNL,,4598.10986328125,,UNK,,Y,INST,Y,1G5 ,1727.0,,N,N,1012.5,FLTI,,Yes,N,,,1,REC,Continental Motors,E185,,,CARB,,6
20081214X121331,091,UNK,BEECH,C90,7.0,2.0,RETR,10100.0,AIR,N,COAW,13.0,3725.0,Y,C91A,,Y,BUS ,N,KHDO,2025.0,KGYR,N,N,3500.0,PLT,M,Yes,Y,,,1,TP,Pratt & Whitney Canada,PT6A-21,,,,,4
20110401X405311,137,NONE,EAGLE,DW1,1.0,1.0,FIXD,,AIR,N,,,,,,,,AAPL,N,None,1700.0,None,N,N,7500.0,PLT,M,Yes,N,,,1,REC,Lycoming,IO-540 Series,,,FINJ,,2
20140504X901531,091,NONE,BOEING,E75,2.0,,FIXD,,AIR,N,ANNL,,2160.0,,,,Y,ASHO,N,SUU ,,SUU ,N,N,11400.0,PLT,M,Yes,Y,,U,1,REC,Pratt & Whitney,R-985,,,,CONP,1
20080911X014301,091,NONE,Beech,H35,,1.0,RETR,,AIR,N,,,,,,,Y,PERS,,,,,N,N,3000.0,PLT,M,,N,,,1,REC,Continental,IO-470N,,,,,6
20170721X952351,091,NONE,LET,L23,2.0,0.0,RETR,1168.0,GLI,N,ANNL,,1008.0,N,,,Y,INST,N,08A ,1717.0,08A ,N,N,21.0,PLT,M,No,N,,4,1,NONE,,,,,,,6
20080918X014931,091,NONE,Mooney,M20,4.0,1.0,RETR,,AIR,N,ANNL,,2942.0,Y,,,Y,PERS,N,H73 ,,,N,N,357.0,PLT,M,No,N,,,1,REC,Lycoming,IO-360,,,FINJ,,6
20080811X012121,091,IFR,Mooney,M20,4.0,1.0,RETR,,AIR,N,ANNL,,4175.0,Y,,,Y,PERS,N,SAT ,,ROG ,N,N,5698.0,PLT,M,Yes,N,,,1,REC,Lycoming,O-360,,,CARB,,6
20160205X358521,091,NONE,BEECH,M35,,,RETR,2952.0,AIR,N,ANNL,,4723.330078125,Y,,,Y,PERS,Y,CMA ,,TOA ,N,N,1790.0,PLT,M,No,Y,,U,1,REC,Continental Motors Inc.,IO-470-C8B,,,FINJ,,2
20181117X849201,091,NONE,North American,P51,2.0,1.0,RETR,,AIR,N,ANNL,,1812.9000244140625,,,,Y,PERS,N,T82 ,2059.0,T82 ,N,N,4000.0,PLT,M,No,Y,,5,1,REC,Rolls Royce,V-1650-7,,,CARB,CONP,6
20080613X008631,091,NONE,Robinson,R22,,1.0,FIXD,,HELI,N,,,,,,,Y,INST,,SLC ,,U42 ,N,N,199.0,FLTI,M,,N,,,1,REC,Lycoming,O-360-J2A,,,,,2
20080414X004751,091,NONE,Robinson,R44,4.0,1.0,FIXD,2500.0,HELI,N,100H,,140.0,,,,Y,INST,N,MGJ ,,,N,N,62.0,DSTU,M,No,N,,,1,REC,Lycoming,IO-540,,,FINJ,,6
20140918X543511,091,VFR,ROBINSON HELICOPTER,R44,4.0,1.0,FIXD,,HELI,N,,,,,,,Y,PERS,N,BPT ,,BPT ,N,N,434.0,PLT,,No,N,,4,1,REC,,,,HP,,,4
20180423X857521,091,NONE,ROBINSON HELICOPTER COMPANY,R44,4.0,1.0,FIXD,2500.0,HELI,N,ANNL,,,Y,C126,,Y,PERS,N,AK28,,None,N,N,4300.0,PLT,M,No,N,,5,1,REC,Lycoming Engines ,IO-540 Series,,HP,FINJ,,6
20190125X545391,091,NONE,Robinson,R44,4.0,1.0,FIXD,2500.0,HELI,N,UNK,,,Y,UNK,,Y,PERS,N,,1630.0,,N,N,1411.0,PLT,M,No,N,,3,1,REC,Lycoming,IO-540-AE1A5,,,FINJ,,2
20190402X348101,091,NONE,Robinson,R44,4.0,1.0,FIXD,2500.0,HELI,N,ANNL,,,Y,UNK,,Y,PERS,N,EWB ,1500.0,TAN ,N,N,920.7000122070312,PLT,M,Yes,N,,3,1,REC,Lycoming,IO-540 ,,,FINJ,,4
20200629X141531,091,NONE,Robinson,R44,4.0,1.0,FIXD,2500.0,HELI,N,ANNL,,3421.300048828125,Y,C126,,Y,PERS,N,1L1 ,2315.0,OL2 ,N,N,3914.300048828125,PLT,M,Yes,N,,3,1,REC,LYCOMING,IO-540-AE1A5,,HP,FINJ,,6
20160608X506331,091,NONE,ROBINSON HELICOPTER CO,R66,5.0,1.0,FIXD,2700.0,HELI,N,100H,,317.0,,,,Y,PERS,N,,2250.0,,N,N,56.0,PLT,M,No,N,,3,1,REC,ROLLS-ROYCE,250-C300/A1 ,,,FINJ,,4
20190802X916591,137,VFR,Robinson,R66,4.0,,FIXD,,HELI,N,UNK,,,,,,Y,AAPL,N,VLA ,2030.0,VLA ,N,N,6696.0,PLT,M,Yes,N,,3,1,TS,Rolls-Royce,250-R300,,,,,2
20191030X108361,091,NONE,Robinson,R66,4.0,1.0,FIXD,2700.0,HELI,N,ANNL,,944.0,Y,UNK,,Y,PERS,N,,40.0,,N,N,1818.0,PLT,M,No,N,,3,1,TS,Rolls Royce,RR300/A1,,HP,,,6
20190112X647071,091,NONE,Vans,RV8,2.0,1.0,FIXD,,AIR,Y,UNK,,,,,,Y,PERS,Y,PAE ,1900.0,W10 ,N,N,679.0,PLT,M,UNK,Y,,4,1,REC,Mattituck,TMX IO-360,,HP,FINJ,,6
20190702X809001,091,NONE,RANS,S12,2.0,1.0,FIXD,975.0,AIR,N,,,,,,,Y,PERS,N,I42 ,,I42 ,N,N,21.299999237060547,PLT,M,No,Y,,3,1,REC,Rotax,582,,,CARB,GRND,6
20180530X058471,137,NONE,AYRES CORPORATION,S2R,1.0,1.0,FIXD,,AIR,N,,,,,,,Y,AAPL,N,O53 ,,OK71,N,N,1500.0,PLT,M,Yes,Y,,U,1,TP,Pratt & Whitney,PT6A-34AG,,,FINJ,,4
20161226X808401,091,NONE,PETRUS DAVID WAYNE,S90,4.0,,FIXD,,AIR,Y,COND,,501.0,Y,,,Y,PERS,N,E79 ,2118.0,E79 ,N,N,218.0,PLT,M,No,Y,,3,1,REC,Lycoming,IO-540,,,FINJ,CONP,6
20140731X416001,091,NONE,CENTRAIR,101A,1.0,0.0,RETR,811.0,GLI,N,ANNL,,654.0,N,,,Y,PERS,N,U14 ,1940.0,U14 ,N,N,299.0,PLT,,No,N,,5,1,NONE,,,,,,,4
20101224X114161,091,UNK,AERO COMMANDER,114B,4.0,1.0,RETR,3250.0,AIR,N,ANNL,122.0,963.0,Y,C91A,,Y,PERS,N,FNL ,1637.0,DIJ ,N,N,710.0,PLT,M,No,Y,,,1,REC,Lycoming,IO-540,,HP,FINJ,,4
20081003X414591,091,NONE,Cessna,150J,,1.0,FIXD,1600.0,AIR,N,,,,,,,Y,PERS,,,2205.0,3LL4,N,N,1590.0,PLT,M,,N,,,1,REC,Continental,O-200A,,,,,6
20140722X249511,091,NONE,COLT BALLOONS,160A,9.0,,FIXD,3197.0,BALL,N,ANNL,,711.0,N,,,Y,OWRK,N,NONE,2245.0,,Y,N,4388.7998046875,PLT,M,Yes,N,,N,1,NONE,,,,,,,6
