id,far_part,flt_plan_filed,acft_make,acft_model,total_seats,num_eng,fixed_retractable,cert_max_gr_wt,acft_category,homebuilt,type_last_insp,afm_hrs_last_insp,afm_hrs,elt_install,elt_type,oper_dba,certs_held,type_fly,second_pilot,dprt_apt_id,dprt_time,dest_apt_id,site_seeing,air_medical,flight_hours_mean,crew_category,crew_sex,pc_profession,crew_tox_perf,mr_faa_med_certf,available_restraint,eng_no,eng_type,eng_mfgr,eng_model,power_units,hp_or_lbs,carb_fuel_injection,propeller_type,subcategory_no
20180110X113421,091,NONE,PIPER,PA 12,3.0,1.0,FIXD,1935.0,AIR,N,ANNL,,2392.0,Y,,,Y,PERS,N,LBX ,2015.0,LBX ,N,N,6490.0,PLT,M,Yes,N,,3,1,REC,Lycoming,O-320A33,150.0,HP,CARB,FIXP,4
20190410X510021,091,NONE,Piper,PA 12,3.0,1.0,FIXD,1771.0,AIR,N,100H,,,Y,C91,,Y,INST,Y,S33 ,1700.0,65K ,N,N,8000.0,PLT,M,Yes,N,,L,1,REC,Lycoming,O-320,150.0,HP,CARB,FIXP,6
20190804X038441,091,NONE,Piper,PA 12,2.0,1.0,FIXD,1935.0,AIR,N,UNK,,,Y,C91,,Y,PERS,N,HEF ,1745.0,HEF ,N,N,3600.0,PLT,M,Yes,N,,3,1,REC,Lycoming,O-320-A1A,150.0,HP,CARB,FIXP,6
20180522X225021,091,VFR,PIPER,PA 14,4.0,1.0,FIXD,1935.0,AIR,N,ANNL,,,Y,C126,,Y,PERS,N,2S1 ,300.0,2S1 ,N,N,868.2000122070312,PLT,M,No,N,,4,1,REC,Lycoming,O-320-A2B,150.0,HP,CARB,FIXP,6
20140224X307081,091,NONE,PIPER,PA 16,,1.0,FIXD,1650.0,AIR,N,ANNL,32.0,2041.0,Y,UNK,,Y,PERS,N,,1845.0,SPB ,N,N,7046.0,PLT,,No,N,,L,1,REC,Lycoming,O-320-A2B,150.0,HP,CARB,,6
20150422X809531,091,VFR,PIPER,PA 16,2.0,1.0,FIXD,1650.0,AIR,N,ANNL,,1978.0,Y,C126,,Y,PERS,N,0GA2,1350.0,EOE ,N,N,127.0,PLT,,No,N,,3,1,REC,Lycoming,O-320 A2B,150.0,HP,CARB,FIXP,6
20130925X213071,091,NONE,PIPER,PA 18,2.0,1.0,FIXD,1499.0,AIR,N,ANNL,,3870.0,Y,UNK,,Y,PERS,N,PATK,1745.0,,N,N,4000.0,PLT,,No,N,,3,1,REC,LYCOMING,O-290 SERIES,150.0,HP,CARB,FIXP,4
20140627X003041,135,CVFR,PIPER,PA 18,2.0,1.0,FIXD,1750.0,AIR,N,ANNL,,6481.0,Y,C91A,Gracious House Flying Service,Y,,N,,,,N,N,8115.0,PLT,,Yes,N,,4,1,REC,LYCOMING,O-320 A2B,150.0,HP,CARB,FIXP,6
20180518X155191,091,NONE,PIPER,PA 18,4.0,1.0,FIXD,1499.0,AIR,N,ANNL,,1400.0,Y,,,Y,PERS,N,FMN ,2340.0,AEG ,N,N,1540.0,PLT,M,No,N,,3,1,REC,LYCOMING,O-320-A2B,150.0,HP,CARB,FIXP,6
20180625X550511,091,NONE,PIPER,PA 18,2.0,1.0,FIXD,1750.0,AIR,N,ANNL,,7418.0,Y,UNK,,Y,PERS,N,4AK6,,PACL,N,N,2617.0,PLT,M,No,N,,3,1,REC,LYCOMING,O-320 SERIES,150.0,HP,CARB,FIXP,2
20200518X025331,091,VFR,Piper,PA 18,,1.0,FIXD,1499.0,AIR,N,100H,,526.0,Y,C126,,Y,PERS,N,,,,N,N,698.4000244140625,PLT,M,No,N,,4,1,REC,Lycoming,O-235 SERIES,150.0,HP,CARB,FIXP,6
20171218X807272,091,NONE,PIPER,PA 20,2.0,1.0,FIXD,1950.0,AIR,N,ANNL,,3326.330078125,Y,C91,,,PERS,N,,,UUO ,N,N,719.2000122070312,PLT,M,No,N,,3,1,REC,LYCOMING,O-320-A2B,150.0,HP,CARB,FIXP,2
20180605X007531,091,NONE,PIPER,PA 22,2.0,1.0,FIXD,2000.0,AIR,N,,,,Y,,,Y,INST,Y,TKA ,,TKA ,N,N,1040.0,FLTI,M,Yes,N,,4,1,REC,LYCOMING,O-320 SERIES,150.0,HP,CARB,FIXP,6
20200109X526151,091,NONE,Piper,PA 23,4.0,2.0,RETR,3501.0,AIR,N,ANNL,12.0,5051.0,Y,C91,,Y,INST,N,HLN ,2315.0,HLN ,N,N,8174.0,PLT,M,Yes,N,,L,1,REC,Lycoming,O-320 ,150.0,HP,CARB,CONP,4
20130824X131101,091,NONE,PIPER,PA 28,4.0,1.0,FIXD,2150.0,AIR,N,ANNL,16.0,3880.0,Y,,,Y,PERS,Y,L94 ,2330.0,FUL ,N,N,500.0,PLT,,No,N,,3,1,REC,Lycoming,O-320,150.0,HP,CARB,FIXP,6
20151214X644471,091,VFR,PIPER,PA 28,2.0,1.0,FIXD,2150.0,AIR,N,100H,,10000.0,Y,C91,,Y,INST,Y,KNHK,30.0,KNHK,N,N,3760.5,FLTI,M,No,N,,3,1,REC,LYCOMING,O-320-E2A,150.0,HP,CARB,FIXP,6
20160916X321361,091,NONE,PIPER,PA 28,4.0,1.0,FIXD,2150.0,AIR,N,100H,,,Y,UNK,,Y,INST,Y,PKB ,20.0,PKB ,N,N,2061.0,PLT,M,Yes,N,,L,1,REC,LYCOMING,O-320,150.0,HP,CARB,FIXP,4
20170609X823161,091,NONE,PIPER,PA 28,4.0,1.0,FIXD,2150.0,AIR,N,ANNL,,2871.800048828125,Y,C91,,Y,PERS,N,PVT ,1800.0,22IN,N,N,271.0,PLT,M,No,N,,L,1,REC,LYCOMING,O-320-E2A,150.0,HP,CARB,FIXP,4
20180113X553221,091,NONE,PIPER,PA 28,4.0,1.0,FIXD,2150.0,AIR,N,100H,,9089.6904296875,Y,C91,,Y,INST,Y,CNO ,1940.0,CNO ,N,N,535.0,FLTI,M,Yes,N,,L,1,REC,LYCOMING,O-320-E2A,150.0,HP,CARB,FIXP,2
20180306X142101,091,NONE,PIPER,PA 28,4.0,1.0,FIXD,,AIR,N,ANNL,15.0,3605.530029296875,Y,C91A,,Y,INST,Y,X50 ,,X50 ,N,N,426.0,FLTI,M,Yes,N,,U,1,REC,LYCOMING,O-320 SERIES,150.0,HP,CARB,,6
20080825X012971,091,NONE,PIPER,PA-12,2.0,1.0,FIXD,1750.0,AIR,N,100H,,105752.8984375,N,,,Y,BANT,N,CRE ,1700.0,,N,N,310.0,PLT,M,Yes,N,,,1,REC,LYCOMING,O-320,150.0,HP,CARB,,6
20120726X727001,091,NONE,PIPER,PA-12,1.0,1.0,FIXD,1750.0,AIR,N,ANNL,197.0,9704.0,N,UNK,,Y,BANT,N,JY04,1535.0,JY04,N,N,843.0,PLT,M,Yes,N,,,1,REC,LYCOMING,O-320 SERIES,150.0,HP,CARB,,6
20120802X219451,091,NONE,PIPER,PA-16,4.0,1.0,FIXD,,AIR,N,ANNL,,2538.0,Y,UNK,,Y,PERS,N,KOSH,1440.0,KEOK,N,N,377.0,PLT,M,No,N,,,1,REC,LYCOMING,O-320 SERIES,150.0,HP,CARB,,6
20081003X623271,091,NONE,PIPER,PA-18,2.0,1.0,FIXD,1750.0,AIR,N,ANNL,9.600000381469728,8601.7998046875,Y,,,Y,PERS,N,,1100.0,,N,N,416.0,PLT,M,No,N,,,1,REC,Lycoming,O-320-A2B,150.0,HP,CARB,,4
20090826X748391,091,NONE,PIPER,PA-18,2.0,1.0,FIXD,,AIR,N,,,,,,,Y,PERS,N,ASE ,,,N,N,9800.0,PLT,M,No,N,,,1,REC,CONT MOTOR,AIO-320-A2B,150.0,HP,CARB,,4
20100916X728502,091,UNK,PIPER,PA-18,2.0,1.0,FIXD,1750.0,AIR,N,ANNL,,3484.0,Y,C126,,Y,PERS,N,0Z3 ,,0Z3 ,N,N,1250.0,PLT,M,No,N,,,1,REC,Lycoming,O-320,150.0,HP,CARB,,4
20120331X341521,091,UNK,PIPER,PA-18,2.0,1.0,FIXD,,AIR,N,UNK,,,Y,C91,,Y,PERS,N,PASL,,,N,N,1.0,DSTU,,No,Y,,,1,REC,Lycoming,O-320 Series,150.0,HP,CARB,FIXP,4
20120920X306131,091,UNK,PIPER,PA-18,2.0,1.0,FIXD,1750.0,AIR,N,ANNL,,3022.0,Y,C91A,,Y,PERS,N,PACL,1500.0,,N,N,198.0,PLT,M,No,N,,,1,REC,LYCOMING,O-320 SERIES,150.0,HP,CARB,,4
20130726X446531,091,NONE,PIPER,PA-18,2.0,1.0,FIXD,2000.0,AIR,N,ANNL,9.0,7670.0,Y,UNK,,Y,PERS,N,TVY ,1800.0,1U1 ,N,N,1283.0,PLT,M,No,N,,,1,REC,Lycoming,O-320,150.0,HP,CARB,,6
20090601X702571,091,NONE,PIPER,PA-22,4.0,1.0,FIXD,2000.0,AIR,N,ANNL,59.0,3212.0,Y,C91,,Y,PERS,N,SFQ ,1505.0,EKN ,N,N,157.0,PLT,M,UNK,N,,,1,REC,Lycoming,O-320,150.0,HP,CARB,,6
20090823X010221,091,NONE,PIPER,PA-22,4.0,1.0,FIXD,1950.0,AIR,N,ANNL,8.0,1599.0,Y,UNK,,Y,PERS,N,LA87,1530.0,06A ,N,N,2500.0,PLT,M,No,N,,,1,REC,LYCOMING,O-320 C2A,150.0,HP,CARB,,6
20090703X314131,091,NONE,PIPER,PA-30,4.0,2.0,RETR,3600.0,AIR,N,ANNL,125.0,5407.0,Y,UNK,,Y,PERS,N,TUS ,1635.0,SOW ,N,N,2600.0,PLT,M,No,N,,,1,REC,LYCOMING,IO-320,150.0,HP,FINJ,,6
20091212X123361,091,IFR,PIPER,PA-30,4.0,2.0,RETR,3725.0,AIR,N,UNK,,,Y,C91A,,Y,PERS,N,BGR ,19.0,T05 ,N,N,314.0,PLT,M,No,Y,,,1,REC,LYCOMING,IO-320 SERIES,150.0,HP,FINJ,,4
20110922X408181,091,NONE,PIPER,PA-30,4.0,2.0,RETR,3725.0,AIR,N,UNK,,,Y,UNK,,Y,PERS,N,04V ,2300.0,,N,N,2800.0,PLT,M,No,N,,,1,REC,LYCOMING,IO-320 SERIES,150.0,HP,FINJ,,6
20120221X045261,091,NONE,PIPER,PA-30,4.0,2.0,RETR,3725.0,AIR,N,ANNL,,4128.0,Y,UNK,,Y,PERS,N,HGR ,2210.0,CJR ,N,N,4100.0,PLT,F,No,N,,,1,REC,LYCOMING,IO-320 SERIES,150.0,HP,FINJ,,6
20120802X703031,091,UNK,PIPER,PA-30,4.0,2.0,FIXD,3120.0,AIR,N,ANNL,10.0,2175.0,Y,,,Y,PERS,N,HTS ,1244.0,TKX ,N,N,2040.0,PLT,M,UNK,N,,,1,REC,LYCOMING,IO-320 SERIES,150.0,HP,FINJ,,6
20130326X316041,091,NONE,PIPER,PA-30,4.0,2.0,RETR,3725.0,AIR,N,ANNL,70.0,5500.0,Y,UNK,Fun Outside,Y,INST,Y,FUL ,,FUL ,N,N,8500.0,FLTI,M,Yes,N,,,1,REC,LYCOMING,IO-320 SERIES,150.0,HP,FINJ,,6
20151022X622491,091,NONE,DONHAM TIMOTHY J,RV 6A,2.0,1.0,FIXD,1800.0,AIR,Y,COND,,644.0,Y,C91,,Y,PERS,N,5A6 ,1710.0,GNF ,N,N,5150.0,PLT,,No,N,,3,1,REC,LYCOMING,0-320-E2D,150.0,HP,CARB,FIXP,6
20120814X136031,091,NONE,James H Berard,RV-6A,2.0,1.0,FIXD,1600.0,AIR,Y,COND,33.0,33.0,Y,,,Y,PERS,N,I72 ,1730.0,0C8 ,N,N,219.0,PLT,M,No,N,,,1,REC,Lycoming,O-320-E2C,150.0,HP,CARB,,6
20130730X914021,091,NONE,CAMPBELL EARL S JR,RV-6A,2.0,1.0,FIXD,,AIR,Y,UNK,,,Y,,,Y,PERS,N,I40 ,1750.0,OXI ,N,N,1826.0,PLT,,No,Y,,4,1,REC,LYCOMING,O-320-E2G,150.0,HP,CARB,,1
20140929X747471,091,NONE,PREISS VANS,RV-9A,2.0,1.0,RETR,1750.0,AIR,Y,ANNL,38.0,264.0,Y,,,Y,PERS,N,KGMJ,1815.0,KHBR,N,N,450.0,PLT,,No,N,,4,1,REC,Lycoming,O-320-E2A,150.0,HP,CARB,GRND,6
20090309X256531,091,NONE,FRITZ,RV3-A,1.0,1.0,FIXD,,AIR,Y,,,,,UNK,,Y,PERS,N,4I7 ,1530.0,2R2 ,N,N,1700.0,PLT,M,No,N,,,1,REC,LYCOMING,O-320-E3D,150.0,HP,CARB,,6
20080811X012071,091,NONE,"Wolseley Motors, Inc.",SE5-A,2.0,1.0,FIXD,1865.0,AIR,Y,COND,2.0,2.0,Y,,,Y,FLTS,N,SER ,1215.0,SER ,N,N,870.0,PLT,M,No,N,,,1,REC,General Motors,LS-1,150.0,HP,CARB,,6
20100727X127401,091,NONE,"Wolseley Motors, Inc.",SE5-A,2.0,1.0,FIXD,1930.0,AIR,Y,COND,,5.0,Y,UNK,,Y,FLTS,N,KSER,1316.0,KSER,N,N,920.0,PLT,M,No,N,,,1,REC,General Motors,LS-1,150.0,HP,CARB,,6
20160105X251151,091,NONE,PIPER,28-140,4.0,1.0,FIXD,2150.0,AIR,N,ANNL,,2455.0,Y,,,Y,PERS,N,1H0 ,230.0,2H2 ,N,N,140.0,PLT,M,No,N,,3,1,REC,Lycoming,O-320-E2-A,150.0,HP,CARB,FIXP,6
20130708X515201,091,NONE,BEECH,A23-19,4.0,1.0,FIXD,2250.0,AIR,N,,,,,,,Y,PERS,N,N43 ,,N43 ,N,N,360.0,PLT,,No,N,,,1,REC,LYCOMING,0-320 SERIES,150.0,HP,CARB,,4
20090421X605431,091,UNK,ZENITH,CH-250,,1.0,FIXD,,AIR,Y,COND,,,,,,Y,PERS,,K81 ,1400.0,PLK ,N,N,6110.0,PLT,,,N,,,1,REC,Lycoming,O-320,150.0,HP,CARB,,4
20190320X016381,091,NONE,Pereira,OSPREY,2.0,1.0,FIXD,1585.0,AIR,Y,COND,,60.0,Y,UNK,,Y,PERS,N,MWC ,1845.0,MWC ,N,N,1470.0,PLT,M,No,N,,4,1,REC,Lycoming,O-320,150.0,HP,CARB,FIXP,6
20130515X521551,091,NONE,PIPER,PA-18A,2.0,1.0,FIXD,,AIR,N,ANNL,,3037.0,Y,C91A,,Y,PERS,N,,1500.0,,N,N,1000.0,PLT,M,No,N,,,1,REC,LYCOMING,O-320 SERIES,150.0,HP,CARB,,6
20130903X044591,091,NONE,PIPER,PA-18A,2.0,1.0,FIXD,,AIR,N,UNK,,,Y,UNK,,Y,PERS,N,8KA ,2318.0,BGQ ,N,N,2000.0,PLT,,No,Y,,U,1,REC,LYCOMING,O-320 SERIES,150.0,HP,CARB,,6
20140525X133211,091,NONE,STOLP STARDUSTER,SA-300,2.0,1.0,FIXD,1704.0,AIR,Y,COND,40.0,873.0,Y,C91A,,Y,PERS,N,N92 ,2345.0,N92 ,N,N,115.0,PLT,,No,Y,,4,1,REC,LYCOMING,O-320,150.0,HP,CARB,FIXP,6
20111012X704171,091,NONE,LUDWIG LARRY E,BUSHMAN,4.0,1.0,FIXD,,AIR,Y,,,,,,,Y,BUS ,N,,2025.0,,N,N,968.0,PLT,M,Yes,N,,,1,REC,Lycoming,O-320,150.0,HP,CARB,,4
20080619X008821,091,UNK,Dowell Vaughn,Exec 90,2.0,1.0,FIXD,1500.0,HELI,Y,UNK,,750.0,,,,Y,PERS,N,48V ,,,N,N,1635.0,PLT,M,No,N,,,1,REC,Rotorway,RI 162,150.0,HP,CARB,,4
20171007X712201,091,NONE,BOROM MARCUS P,LONG EZ,2.0,1.0,RETR,,AIR,Y,COND,,1093.0,Y,C91,,Y,PERS,N,P13,1700.0,RYN ,N,N,1247.0,PLT,M,No,N,,4,1,REC,LYCOMING,O-320 E2G,150.0,HP,CARB,FIXP,2
20130812X502231,091,NONE,SUPER 18 LLC,S18-STD,2.0,1.0,FIXD,,AIR,N,ANNL,,333.8999938964844,,UNK,,Y,PERS,N,None,1700.0,,N,N,2000.0,PLT,M,No,N,,,1,REC,LYCOMING,0-320-A2A,150.0,HP,CARB,,6
20190805X820451,091,NONE,Piper,PA22-150,4.0,1.0,FIXD,2000.0,AIR,N,ANNL,,3175.0,Y,C126,,Y,PERS,N,,,,N,N,2700.0,PLT,M,Yes,Y,,U,1,REC,Lycoming,O-320 SERIES,150.0,HP,CARB,FIXP,1
20160229X254571,091,NONE,PIPER,PA28 151,4.0,1.0,FIXD,2326.0,AIR,N,100H,99.0,7816.0,,,,Y,INST,N,SGJ ,2330.0,SGJ ,N,N,524.0,FLTI,M,Yes,N,,3,1,REC,LYCOMING,O-320 SERIES,150.0,HP,CARB,,6
20150827X208261,091,NONE,ROBINSON HELICOPTER,R22 BETA,2.0,1.0,FIXD,1370.0,HELI,N,100H,,9928.0,N,,Helicopter Flight Inc.,Y,INST,N,ISP ,2215.0,ISP ,N,N,174.0,FLTI,,Yes,N,,3,1,REC,Lycoming,O-320,150.0,HP,CARB,,6
20090629X055091,091,NONE,SIDLER MIKE,ROTORWAY,2.0,1.0,FIXD,1500.0,HELI,Y,COND,20.0,197.0,N,,,Y,PERS,N,KJWY,1640.0,KJWY,N,N,100.0,PLT,M,No,N,,,1,REC,Rotorway,RI 162F,150.0,HP,FINJ,,4
20081110X416331,091,NONE,RANDALL AMANDA,Rotorway,2.0,1.0,FIXD,1500.0,HELI,Y,COND,9.0,9.0,N,,,Y,PERS,N,EVY ,,EVY ,N,N,12.0,PLT,F,No,N,,,1,REC,Rotorway,RW152,150.0,HP,FINJ,,6
20100925X549041,091,NONE,Worthington,Rotorway,2.0,1.0,FIXD,1500.0,HELI,Y,COND,,78.0,N,,,Y,PERS,N,NONE,1400.0,NONE,N,N,198.0,PLT,M,No,Y,,,1,REC,Rotorway,RI 162F,150.0,HP,CARB,,4
20200625X759021,091,NONE,Hatz,HATZ CB 1,2.0,1.0,FIXD,1750.0,AIR,Y,COND,,485.0,Y,C91,,Y,PERS,N,RGK ,1930.0,RGK ,N,N,1804.0,PLT,M,No,N,,4,1,REC,Lycoming,O-320-A3B,150.0,HP,CARB,FIXP,6
20140905X630061,091,NONE,PIPER,PA 18-135,2.0,1.0,FIXD,1750.0,AIR,N,ANNL,,,Y,UNK,,Y,PERS,N,N/A ,,N/A ,N,N,502.2000122070313,PLT,,No,N,,4,1,REC,LYCOMING,O-320 A2B,150.0,HP,CARB,FIXP,6
20140624X337041,091,,PIPER,PA 18-150,2.0,1.0,FIXD,1750.0,AIR,N,ANNL,,2647.0,Y,C91A,,Y,PERS,N,MTF ,,,N,N,695.0,PLT,,Yes,N,,L,1,REC,LYCOMING,O-320 A2B,150.0,HP,CARB,FIXP,6
20140829X643301,091,NONE,PIPER,PA 18-150,2.0,1.0,FIXD,1750.0,AIR,N,ANNL,150.0,2816.0,Y,C91,,Y,PERS,N,None,,4AK6,N,N,161.0,PLT,,No,N,,4,1,REC,LYCOMING,O-320 SERIES,150.0,HP,CARB,FIXP,4
20150204X315041,091,NONE,PIPER,PA 18-150,2.0,1.0,FIXD,1750.0,AIR,N,ANNL,50.0,6288.5,Y,,,Y,INST,Y,0V4 ,2130.0,LYH ,N,N,2680.0,FLTI,,Yes,N,,4,1,REC,LYCOMING,O-320-A2B,150.0,HP,CARB,FIXP,4
20150514X717211,091,NONE,PIPER,PA 18-150,2.0,1.0,FIXD,1750.0,AIR,N,ANNL,16.0,4154.0,Y,C91,,Y,PERS,N,Z40 ,1258.0,LHD ,N,N,87.0,PLT,,No,N,,4,1,REC,LYCOMING,0-320 SERIES,150.0,HP,CARB,FIXP,6
20150608X044101,091,UNK,PIPER,PA 18-150,,1.0,FIXD,1750.0,AIR,N,UNK,,,,,,Y,INST,N,IYS ,,KTN ,N,N,12000.0,PLT,,Yes,Y,,U,1,REC,LYCOMING,O-320 SERIES,150.0,HP,CARB,FIXP,4
20150727X423581,091,VFR,PIPER,PA 18-150,2.0,1.0,FIXD,1349.0,AIR,N,ANNL,12.0,4406.5,Y,C91A,,Y,PERS,N,0Z3 ,,,N,N,889.0,PLT,,No,N,,L,1,REC,LYCOMING,O-320-A2B,150.0,HP,CARB,FIXP,6
20150910X723351,091,NONE,PIPER,PA 18-150,2.0,1.0,FIXD,1750.0,AIR,N,100H,,,Y,C91,,Y,PERS,N,FMY ,1745.0,X14 ,N,N,5700.0,PLT,,No,N,,L,1,REC,LYCOMING,O-320-A2B,150.0,HP,CARB,FIXP,4
20160510X624311,091,NONE,PIPER,PA 18-150,2.0,1.0,FIXD,1750.0,AIR,N,ANNL,,4093.0,Y,C91A,,Y,PERS,N,,,,N,N,5750.0,PLT,M,No,N,,3,1,REC,LYCOMING,0-320 SERIES,150.0,HP,CARB,FIXP,6
20160829X859551,091,NONE,PIPER,PA 18-150,2.0,1.0,FIXD,1750.0,AIR,N,ANNL,6.0,1950.0,Y,C91,,Y,PERS,N,AK28,,,N,N,450.0,PLT,M,No,N,,U,1,REC,LYCOMING,O-320 SERIES,150.0,HP,CARB,FIXP,3
20131029X545581,091,NONE,PIPER,PA 22-150,2.0,1.0,FIXD,2000.0,AIR,N,ANNL,,3336.5,,,,Y,PERS,N,PNM ,1745.0,,N,N,719.9000244140625,PLT,,No,Y,,U,1,REC,LYCOMING,O-320,150.0,HP,CARB,FIXP,6
20140519X112421,091,NONE,PIPER,PA 22-150,4.0,1.0,FIXD,2000.0,AIR,N,ANNL,6.0,4958.0,Y,UNK,,Y,PERS,N,KFZY,1450.0,KFKL,N,N,98.0,PLT,,No,N,,3,1,REC,LYCOMING,O-320,150.0,HP,,FIXP,6
20170813X457131,091,NONE,PIPER,PA 22-150,4.0,1.0,FIXD,2000.0,AIR,N,ANNL,,2495.659912109375,Y,UNK,,Y,PERS,N,DHT ,1140.0,SAF ,N,N,344.79998779296875,PLT,M,No,Y,,L,1,REC,LYCOMING,O-320-A2B,150.0,HP,CARB,,1
20160619X601421,091,NONE,PIPER,PA 23-150,4.0,2.0,FIXD,3501.0,AIR,N,100H,17.0,4076.0,Y,UNK,,Y,PERS,N,HWD ,1735.0,HWD ,N,N,2191.0,PLT,M,No,Y,,3,1,REC,LYCOMING,O-320 SERIES,150.0,HP,CARB,CONP,6
20131024X659451,091,NONE,PIPER,PA 28-140,4.0,1.0,FIXD,2150.0,AIR,N,ANNL,24.0,5004.0,Y,UNK,,Y,PERS,N,SRC ,1830.0,ELK ,N,N,14000.0,PLT,,No,Y,,L,1,REC,LYCOMING,O-320-E2A,150.0,HP,CARB,FIXP,4
20140807X411151,091,VFR,PIPER,PA 28-140,4.0,1.0,FIXD,2150.0,AIR,N,ANNL,26.0,2001.0,Y,UNK,,Y,INST,N,7K5 ,2245.0,20U ,N,N,52.0,PLT,,No,N,,L,1,REC,Lycoming,0-320-E2A,150.0,HP,CARB,FIXP,4
20140904X543061,091,NONE,PIPER,PA 28-140,4.0,1.0,FIXD,,AIR,N,,,,,,,Y,PERS,N,C65 ,0.0,C65 ,N,N,1100.0,PLT,,No,N,,L,1,REC,LYCOMING,0-320-E2A,150.0,HP,CARB,FIXP,6
20151103X314221,091,NONE,PIPER,PA 28-140,4.0,1.0,FIXD,2100.0,AIR,N,ANNL,,4932.85986328125,Y,,,Y,PERS,N,DSV ,1900.0,01G ,N,N,64.0,DSTU,M,No,N,,L,1,REC,LYCOMING,O-320,150.0,HP,CARB,FIXP,2
20160609X926081,091,NONE,PIPER,PA 28-140,4.0,1.0,FIXD,2150.0,AIR,N,ANNL,21.0,3459.0,Y,C91,,Y,PERS,N,6L5 ,2021.0,BIS ,N,N,60.0,PLT,M,No,Y,,L,1,REC,LYCOMING,O-320 SERIES,150.0,HP,CARB,FIXP,6
20170514X111531,091,NONE,PIPER,PA 28-140,4.0,1.0,FIXD,2150.0,AIR,N,ANNL,14.0,3999.199951171875,Y,UNK,,Y,PERS,N,MKO ,1940.0,MKO ,N,N,906.0,PLT,M,No,N,,L,1,REC,Lycoming,O-320-E2A,150.0,HP,CARB,FIXP,6
20131112X935341,091,NONE,PIPER,PA 28-150,,1.0,FIXD,2150.0,AIR,N,ANNL,,4521.0,Y,UNK,,Y,INST,Y,CNK ,1639.0,CNK ,N,N,2641.0,DSTU,,No,N,,L,1,REC,LYCOMING,0-320 SERIES,150.0,HP,CARB,FIXP,4
20130730X613091,091,NONE,PIPER,PA-18-135,2.0,1.0,FIXD,,AIR,N,ANNL,13.0,3103.0,Y,C91A,,Y,PERS,,PAFA,1220.0,NA  ,N,N,322.0,PLT,,No,N,,,1,REC,LYCOMING,O-320 SERIES,150.0,HP,CARB,,4
20140415X241141,091,NONE,PIPER,PA-18-135,2.0,1.0,FIXD,1349.0,AIR,N,100H,13.0,6782.0,Y,C91A,,Y,POSI,N,TJPS,1700.0,TJIG,N,N,720.0,PLT,,Yes,N,,3,1,REC,LYCOMING,O-320-A2B,150.0,HP,CARB,FIXP,6
20090416X245101,091,NONE,PIPER,PA-18-150,2.0,1.0,FIXD,2000.0,AIR,N,ANNL,2.0,,Y,UNK,,Y,PERS,N,TPA ,2137.0,TPF ,N,N,1500.0,PLT,M,No,N,,,1,REC,Lycoming,O-360-C2A,150.0,HP,CARB,,6
20090615X334001,091,NONE,PIPER,PA-18-150,2.0,1.0,FIXD,1750.0,AIR,N,ANNL,19.0,4705.0,Y,,,Y,PERS,N,S80 ,1345.0,N/A ,N,N,464.0,PLT,M,No,N,,,1,REC,LYCOMING,O-320 SERIES,150.0,HP,CARB,,2
20100816X341321,091,NONE,PIPER,PA-18-150,2.0,1.0,FIXD,,AIR,N,UNK,,,Y,UNK,,Y,PERS,N,PATA,,PAMC,N,N,19500.0,PLT,M,UNK,Y,,,1,REC,LYCOMING,O-320 SERIES,150.0,HP,CARB,,4
20111008X335251,091,NONE,PIPER,PA-18-150,2.0,1.0,FIXD,,AIR,N,ANNL,,,Y,UNK,,Y,PERS,Y,0A9 ,,0A9 ,N,N,4200.0,PLT,M,No,N,,,1,REC,LYCOMING,O-320 SERIES,150.0,HP,CARB,,4
20111116X454271,091,NONE,PIPER,PA-18-150,2.0,1.0,FIXD,1750.0,AIR,N,ANNL,,4406.0,Y,C91A,,Y,PERS,N,PAHO,1440.0,,N,N,4848.0,PLT,M,No,N,,,1,REC,LYCOMING,O-320 SERIES,150.0,HP,,,6
20120308X636161,091,NONE,PIPER,PA-18-150,2.0,1.0,FIXD,1750.0,AIR,N,ANNL,,3856.0,Y,C91,,Y,PERS,N,GXY ,1930.0,PVT ,N,N,3290.0,PLT,M,No,N,,,1,REC,LYCOMING,O-320-A2A,150.0,HP,CARB,,6
20120511X407471,091,VFR,PIPER,PA-18-150,2.0,1.0,FIXD,,AIR,N,ANNL,,534.0,Y,C91,,Y,PERS,,,2115.0,PAFA,N,N,12000.0,PLT,M,No,N,,,1,REC,LYCOMING,O-320 SERIES,150.0,HP,CARB,,4
20120921X058461,091,NONE,PIPER,PA-18-150,2.0,1.0,FIXD,1750.0,AIR,N,ANNL,,5373.0,Y,C91A,,Y,PERS,N,,,PALJ,N,N,383.0,PLT,M,No,N,,,1,REC,LYCOMING,O-320 SERIES,150.0,HP,CARB,,6
20121218X557351,091,NONE,PIPER,PA-18-150,2.0,1.0,FIXD,,AIR,N,,,,,,,Y,PERS,N,PVT ,1500.0,PVT ,N,N,2000.0,PLT,M,No,N,,,1,REC,LYCOMING,O-320 SERIES,150.0,HP,CARB,,6
20130514X309171,091,UNK,PIPER,PA-18-150,2.0,1.0,FIXD,,AIR,N,,,,,,,Y,PERS,N,6AK7,1442.0,6AK7,N,N,7000.0,PLT,M,Yes,N,,,1,REC,LYCOMING,O-320-A2B,150.0,HP,CARB,,6
